muse_glimmer_full_probe_attention_matched.json	10
muse_glimmer_full_probe_attention_raw.json	10
muse_glimmer_full_probe_mean_matched.json	10
muse_glimmer_full_probe_mean_raw.json	10
muse_glimmer_pooled_probe_attention_matched.json	10
muse_glimmer_pooled_probe_attention_raw.json	10
muse_glimmer_pooled_probe_mean_matched.json	10
muse_glimmer_pooled_probe_mean_raw.json	10
siglip2_full_probe_attention_matched.json	8
siglip2_full_probe_attention_raw.json	8
siglip2_full_probe_mean_matched.json	8
siglip2_full_probe_mean_raw.json	8
siglip2_pooled_probe_attention_matched.json	8
siglip2_pooled_probe_attention_raw.json	8
siglip2_pooled_probe_mean_matched.json	8
siglip2_pooled_probe_mean_raw.json	8
